scaffold_2	238290	238699	MSPC_Peak_6956	13.181	scaffold_2	238250	238699	450	-	NVE8009
scaffold_2	448329	448496	MSPC_Peak_6913	29.969	scaffold_2	448329	448778	450	-	NVE8031
scaffold_2	459926	460163	MSPC_Peak_6906	12.732	scaffold_2	459926	460375	450	-	NVE8035
scaffold_2	459900	460158	MSPC_Peak_6906	12.732	scaffold_2	459709	460158	450	+	NVE8036
scaffold_2	1098498	1098860	MSPC_Peak_6779	42.409	scaffold_2	1098498	1098947	450	+	NVE8090
scaffold_2	1144650	1145099	MSPC_Peak_6775	10.167	scaffold_2	1144650	1145099	450	-	NVE8093
scaffold_2	1443595	1444001	MSPC_Peak_6733	22.811	scaffold_2	1443570	1444019	450	-	NVE8120
scaffold_2	1443595	1444001	MSPC_Peak_6733	22.811	scaffold_2	1443590	1444039	450	+	NVE8121
scaffold_2	1453450	1453537	MSPC_Peak_6728	8.474	scaffold_2	1453450	1453899	450	+	NVE8124
scaffold_2	1497775	1498134	MSPC_Peak_6724	28.319	scaffold_2	1497685	1498134	450	+	NVE8130
scaffold_2	1696956	1697265	MSPC_Peak_6708	85.694	scaffold_2	1696816	1697265	450	+	NVE8149
scaffold_2	2127528	2127615	MSPC_Peak_6630	41.846	scaffold_2	2127528	2127977	450	+	NVE8191
scaffold_2	2127922	2127977	MSPC_Peak_6623	63.048	scaffold_2	2127528	2127977	450	+	NVE8191
scaffold_2	2144622	2144675	MSPC_Peak_6604	93.059	scaffold_2	2144622	2145071	450	-	NVE8193
scaffold_2	2319766	2319889	MSPC_Peak_6552	17.08	scaffold_2	2319766	2320215	450	-	NVE8205
scaffold_2	2573482	2573728	MSPC_Peak_6465	44.858	scaffold_2	2573279	2573728	450	+	NVE8239
scaffold_2	2812743	2812920	MSPC_Peak_6405	11.179	scaffold_2	2812743	2813192	450	-	NVE8259
scaffold_3	153320	153715	MSPC_Peak_11026	26.033	scaffold_3	153266	153715	450	+	NVE12832
scaffold_3	197325	197340	MSPC_Peak_11019	29.088	scaffold_3	197325	197774	450	+	NVE12838
scaffold_3	286585	286750	MSPC_Peak_10947	25.277	scaffold_3	286301	286750	450	+	NVE12845
scaffold_3	666308	666574	MSPC_Peak_10893	36.03	scaffold_3	666125	666574	450	-	NVE12889
scaffold_3	1169775	1170224	MSPC_Peak_10839	inf	scaffold_3	1169775	1170224	450	-	NVE12924
scaffold_3	1535464	1535665	MSPC_Peak_10813	87.767	scaffold_3	1535464	1535913	450	-	NVE12944
scaffold_3	1766012	1766461	MSPC_Peak_10773	13.275	scaffold_3	1766012	1766461	450	+	NVE12964
scaffold_3	1834057	1834426	MSPC_Peak_10763	26.032	scaffold_3	1834057	1834506	450	-	NVE12969
scaffold_3	1834137	1834426	MSPC_Peak_10763	26.032	scaffold_3	1834137	1834586	450	+	NVE12970
scaffold_3	1922301	1922649	MSPC_Peak_10752	30.554	scaffold_3	1922200	1922649	450	+	NVE12981
scaffold_3	2517494	2517754	MSPC_Peak_10651	19.264	scaffold_3	2517481	2517930	450	-	NVE13020
scaffold_3	2590630	2590786	MSPC_Peak_10647	14.722	scaffold_3	2590630	2591079	450	-	NVE13027
scaffold_4	171237	171686	MSPC_Peak_1530	207.239	scaffold_4	171237	171686	450	+	NVE16297
scaffold_4	463284	463733	MSPC_Peak_1517	inf	scaffold_4	463284	463733	450	-	NVE16323
scaffold_4	510984	510997	MSPC_Peak_1516	16.429	scaffold_4	510548	510997	450	+	NVE16326
scaffold_4	594430	594677	MSPC_Peak_1514	12.727	scaffold_4	594228	594677	450	-	NVE16335
scaffold_4	594430	594557	MSPC_Peak_1514	12.727	scaffold_4	594108	594557	450	+	NVE16336
scaffold_4	907060	907509	MSPC_Peak_1506	185.164	scaffold_4	907060	907509	450	-	NVE16361
scaffold_4	1071818	1072267	MSPC_Peak_1502	inf	scaffold_4	1071818	1072267	450	-	NVE16373
scaffold_4	1686654	1687103	MSPC_Peak_1487	inf	scaffold_4	1686654	1687103	450	+	NVE16448
scaffold_4	1883236	1883462	MSPC_Peak_1480	15.323	scaffold_4	1883236	1883685	450	-	NVE16464
scaffold_4	2281389	2281677	MSPC_Peak_1465	13.366	scaffold_4	2281270	2281719	450	-	NVE16497
scaffold_4	2281988	2282289	MSPC_Peak_1464	37.346	scaffold_4	2281840	2282289	450	+	NVE16498
scaffold_4	2369411	2369860	MSPC_Peak_1451	114.7	scaffold_4	2369411	2369860	450	+	NVE16502
scaffold_4	2382478	2382677	MSPC_Peak_1449	9.667	scaffold_4	2382478	2382927	450	-	NVE16503
scaffold_4	2469178	2469627	MSPC_Peak_1439	99.727	scaffold_4	2469178	2469627	450	-	NVE16508
scaffold_5	74013	74276	MSPC_Peak_2857	8.932	scaffold_5	73986	74435	450	+	NVE18882
scaffold_5	280229	280538	MSPC_Peak_2848	15.814	scaffold_5	280229	280678	450	-	NVE18897
scaffold_5	475144	475159	MSPC_Peak_2839	20.07	scaffold_5	475144	475593	450	+	NVE18912
scaffold_5	824150	824201	MSPC_Peak_2827	inf	scaffold_5	823752	824201	450	-	NVE18950
scaffold_5	829402	829833	MSPC_Peak_2826	19.783	scaffold_5	829402	829851	450	-	NVE18951
scaffold_5	841132	841227	MSPC_Peak_2825	73.644	scaffold_5	841132	841581	450	-	NVE18953
scaffold_5	849512	849608	MSPC_Peak_2824	11.898	scaffold_5	849512	849961	450	-	NVE18954
scaffold_5	852002	852222	MSPC_Peak_2823	inf	scaffold_5	852002	852451	450	-	NVE18955
scaffold_5	998326	998420	MSPC_Peak_2810	36.611	scaffold_5	997971	998420	450	+	NVE18974
scaffold_5	1638701	1639124	MSPC_Peak_2782	266.392	scaffold_5	1638701	1639150	450	-	NVE19037
scaffold_5	1646531	1646980	MSPC_Peak_2780	inf	scaffold_5	1646531	1646980	450	-	NVE19040
scaffold_5	1675721	1676170	MSPC_Peak_2777	30.187	scaffold_5	1675721	1676170	450	-	NVE19042
scaffold_5	2024848	2024977	MSPC_Peak_2773	18.586	scaffold_5	2024848	2025297	450	+	NVE19083
scaffold_5	2073986	2074239	MSPC_Peak_2772	10.887	scaffold_5	2073853	2074302	450	+	NVE19087
scaffold_5	2554496	2554857	MSPC_Peak_2758	8.007	scaffold_5	2554408	2554857	450	+	NVE19140
scaffold_5	2645448	2645738	MSPC_Peak_2750	inf	scaffold_5	2645448	2645897	450	-	NVE19148
scaffold_6	162986	163309	MSPC_Peak_2338	221.761	scaffold_6	162986	163435	450	+	NVE20900
scaffold_6	210791	210908	MSPC_Peak_2331	18.555	scaffold_6	210459	210908	450	-	NVE20903
scaffold_6	228129	228328	MSPC_Peak_2330	86.788	scaffold_6	228129	228578	450	-	NVE20904
scaffold_6	228209	228328	MSPC_Peak_2330	86.788	scaffold_6	228209	228658	450	+	NVE20906
scaffold_6	376628	376712	MSPC_Peak_2325	8.44	scaffold_6	376628	377077	450	+	NVE20917
scaffold_6	379846	380295	MSPC_Peak_2324	44.396	scaffold_6	379846	380295	450	+	NVE20918
scaffold_6	459113	459407	MSPC_Peak_2318	49.784	scaffold_6	458958	459407	450	-	NVE20925
scaffold_6	459398	459590	MSPC_Peak_2318	49.784	scaffold_6	459398	459847	450	+	NVE20926
scaffold_6	474038	474487	MSPC_Peak_2317	41.895	scaffold_6	474038	474487	450	+	NVE20928
scaffold_6	496416	496803	MSPC_Peak_2315	21.385	scaffold_6	496416	496865	450	-	NVE20931
scaffold_6	565419	565868	MSPC_Peak_2313	inf	scaffold_6	565419	565868	450	-	NVE20936
scaffold_6	565309	565758	MSPC_Peak_2313	inf	scaffold_6	565309	565758	450	+	NVE20937
scaffold_6	593705	594148	MSPC_Peak_2311	inf	scaffold_6	593699	594148	450	+	NVE20941
scaffold_6	732729	732996	MSPC_Peak_2307	19.951	scaffold_6	732729	733178	450	-	NVE20954
scaffold_6	784320	784599	MSPC_Peak_2301	8.843	scaffold_6	784239	784688	450	+	NVE20958
scaffold_6	842729	843107	MSPC_Peak_2298	29.305	scaffold_6	842729	843178	450	+	NVE20960
scaffold_6	924606	924854	MSPC_Peak_2293	14.185	scaffold_6	924405	924854	450	-	NVE20965
scaffold_6	1926098	1926165	MSPC_Peak_2253	15.748	scaffold_6	1925716	1926165	450	+	NVE21062
scaffold_6	2043376	2043415	MSPC_Peak_2242	10.75	scaffold_6	2042966	2043415	450	-	NVE21071
scaffold_6	2146140	2146572	MSPC_Peak_2240	16.889	scaffold_6	2146123	2146572	450	-	NVE21075
scaffold_6	2245419	2245453	MSPC_Peak_2233	21.584	scaffold_6	2245419	2245868	450	+	NVE21082
scaffold_7	206021	206470	MSPC_Peak_11607	55.608	scaffold_7	206021	206470	450	-	NVE22380
scaffold_7	866986	867388	MSPC_Peak_11540	66.819	scaffold_7	866959	867408	450	+	NVE22442
scaffold_7	1439233	1439395	MSPC_Peak_11457	70.981	scaffold_7	1439233	1439682	450	-	NVE22486
scaffold_7	1573323	1573540	MSPC_Peak_11451	47.06	scaffold_7	1573323	1573772	450	+	NVE22501
scaffold_8	114727	114956	MSPC_Peak_4731	9.326	scaffold_8	114616	115065	450	-	NVE23917
scaffold_8	895605	895988	MSPC_Peak_4648	43.001	scaffold_8	895572	896021	450	+	NVE23992
scaffold_8	989960	990051	MSPC_Peak_4639	10.946	scaffold_8	989602	990051	450	+	NVE24001
scaffold_8	1262513	1262962	MSPC_Peak_4624	15.676	scaffold_8	1262513	1262962	450	+	NVE24039
scaffold_8	1506092	1506375	MSPC_Peak_4592	63.207	scaffold_8	1505926	1506375	450	-	NVE24065
scaffold_8	1506346	1506480	MSPC_Peak_4592	63.207	scaffold_8	1506346	1506795	450	+	NVE24066
scaffold_8	2040340	2040789	MSPC_Peak_4536	16.103	scaffold_8	2040340	2040789	450	+	NVE24111
scaffold_8	2155450	2155788	MSPC_Peak_4526	11.695	scaffold_8	2155339	2155788	450	-	NVE24122
scaffold_9	56906	57318	MSPC_Peak_7894	50.763	scaffold_9	56906	57355	450	-	NVE25192
scaffold_9	169466	169915	MSPC_Peak_7815	inf	scaffold_9	169466	169915	450	+	NVE25204
scaffold_9	240476	240925	MSPC_Peak_7796	inf	scaffold_9	240476	240925	450	+	NVE25211
scaffold_9	293676	293876	MSPC_Peak_7784	9.36	scaffold_9	293676	294125	450	+	NVE25216
scaffold_9	865645	865963	MSPC_Peak_7643	56.625	scaffold_9	865540	865989	450	+	NVE25263
scaffold_9	1003273	1003722	MSPC_Peak_7596	41.172	scaffold_9	1003273	1003722	450	-	NVE25276
scaffold_9	1009863	1010075	MSPC_Peak_7575	13.464	scaffold_9	1009863	1010312	450	-	NVE25277
scaffold_9	1017423	1017710	MSPC_Peak_7562	33.084	scaffold_9	1017423	1017872	450	-	NVE25278
scaffold_9	1018283	1018732	MSPC_Peak_7548	27.02	scaffold_9	1018283	1018732	450	+	NVE25279
scaffold_9	1066913	1067117	MSPC_Peak_7505	11.786	scaffold_9	1066913	1067362	450	-	NVE25283
scaffold_9	1087833	1088017	MSPC_Peak_7494	18.848	scaffold_9	1087833	1088282	450	-	NVE25285
scaffold_9	1090333	1090656	MSPC_Peak_7484	inf	scaffold_9	1090333	1090782	450	+	NVE25286
scaffold_10	88596	89045	MSPC_Peak_10741	73.025	scaffold_10	88596	89045	450	+	NVE265
scaffold_10	291089	291245	MSPC_Peak_10732	17.297	scaffold_10	291089	291538	450	-	NVE290
scaffold_10	738242	738542	MSPC_Peak_10682	30.805	scaffold_10	738093	738542	450	+	NVE323
scaffold_10	1256926	1257338	MSPC_Peak_10622	54.859	scaffold_10	1256926	1257375	450	-	NVE358
scaffold_10	1503725	1504118	MSPC_Peak_10554	22.37	scaffold_10	1503669	1504118	450	-	NVE378
scaffold_11	445412	445427	MSPC_Peak_5674	17.905	scaffold_11	444978	445427	450	+	NVE1242
scaffold_11	542603	542836	MSPC_Peak_5659	8.789	scaffold_11	542387	542836	450	-	NVE1250
scaffold_11	862345	862794	MSPC_Peak_5624	140.488	scaffold_11	862345	862794	450	+	NVE1276
scaffold_11	934923	935294	MSPC_Peak_5602	29.526	scaffold_11	934845	935294	450	-	NVE1283
scaffold_11	1187779	1188013	MSPC_Peak_5541	16.594	scaffold_11	1187779	1188228	450	-	NVE1307
scaffold_11	1358139	1358561	MSPC_Peak_5498	251.299	scaffold_11	1358112	1358561	450	+	NVE1324
scaffold_11	1493212	1493599	MSPC_Peak_5443	inf	scaffold_11	1493212	1493661	450	+	NVE1335
scaffold_11	1550968	1551217	MSPC_Peak_5428	22.802	scaffold_11	1550768	1551217	450	-	NVE1338
scaffold_12	387237	387472	MSPC_Peak_1766	9.6	scaffold_12	387177	387626	450	-	NVE2085
scaffold_12	402013	402046	MSPC_Peak_1765	25.526	scaffold_12	402013	402462	450	-	NVE2087
scaffold_12	440536	440785	MSPC_Peak_1763	12.662	scaffold_12	440363	440812	450	-	NVE2092
scaffold_12	440536	440785	MSPC_Peak_1763	12.662	scaffold_12	440423	440872	450	+	NVE2093
scaffold_12	538447	538896	MSPC_Peak_1753	258.329	scaffold_12	538447	538896	450	-	NVE2102
scaffold_12	596661	597110	MSPC_Peak_1751	75.801	scaffold_12	596661	597110	450	-	NVE2109
scaffold_12	963008	963457	MSPC_Peak_1739	inf	scaffold_12	963008	963457	450	-	NVE2140
scaffold_12	1286669	1286880	MSPC_Peak_1704	18.608	scaffold_12	1286431	1286880	450	+	NVE2179
scaffold_12	1378981	1379430	MSPC_Peak_1699	53.267	scaffold_12	1378981	1379430	450	+	NVE2194
scaffold_12	1462111	1462560	MSPC_Peak_1690	36.449	scaffold_12	1462111	1462560	450	+	NVE2204
scaffold_12	1518021	1518056	MSPC_Peak_1685	18.035	scaffold_12	1518021	1518470	450	-	NVE2212
scaffold_12	1712284	1712504	MSPC_Peak_1669	9.521	scaffold_12	1712284	1712733	450	-	NVE2232
scaffold_12	1762968	1763194	MSPC_Peak_1664	inf	scaffold_12	1762968	1763417	450	-	NVE2242
scaffold_13	103776	103986	MSPC_Peak_3067	15.159	scaffold_13	103776	104225	450	+	NVE2907
scaffold_13	143146	143595	MSPC_Peak_3064	51.114	scaffold_13	143146	143595	450	+	NVE2913
scaffold_13	164243	164427	MSPC_Peak_3063	11.584	scaffold_13	164243	164692	450	-	NVE2917
scaffold_13	439414	439544	MSPC_Peak_3058	54.537	scaffold_13	439095	439544	450	-	NVE2941
scaffold_13	517841	518206	MSPC_Peak_3055	47.028	scaffold_13	517841	518290	450	-	NVE2950
scaffold_13	569336	569785	MSPC_Peak_3051	47.022	scaffold_13	569336	569785	450	-	NVE2952
scaffold_13	569516	569801	MSPC_Peak_3051	47.022	scaffold_13	569516	569965	450	+	NVE2953
scaffold_13	773980	774260	MSPC_Peak_3048	16.239	scaffold_13	773855	774304	450	-	NVE2970
scaffold_13	925515	925803	MSPC_Peak_3045	26.841	scaffold_13	925515	925964	450	-	NVE2985
scaffold_13	1087939	1088266	MSPC_Peak_3035	55.005	scaffold_13	1087939	1088388	450	-	NVE3007
scaffold_13	1454317	1454715	MSPC_Peak_3024	29.627	scaffold_13	1454266	1454715	450	-	NVE3052
scaffold_13	1587441	1587890	MSPC_Peak_3014	inf	scaffold_13	1587441	1587890	450	-	NVE3072
scaffold_14	270340	270567	MSPC_Peak_1936	9.934	scaffold_14	270340	270789	450	-	NVE3791
scaffold_14	278810	279235	MSPC_Peak_1935	50.335	scaffold_14	278810	279259	450	-	NVE3792
scaffold_14	287770	288012	MSPC_Peak_1934	137.49	scaffold_14	287770	288219	450	-	NVE3793
scaffold_14	454643	454962	MSPC_Peak_1933	12.758	scaffold_14	454513	454962	450	+	NVE3813
scaffold_14	463793	464242	MSPC_Peak_1932	95.261	scaffold_14	463793	464242	450	-	NVE3815
scaffold_14	769718	769956	MSPC_Peak_1853	15.216	scaffold_14	769718	770167	450	-	NVE3844
scaffold_14	1545991	1546104	MSPC_Peak_1816	83.73	scaffold_14	1545991	1546440	450	-	NVE3905
scaffold_14	1633074	1633442	MSPC_Peak_1812	9.095	scaffold_14	1633031	1633480	450	+	NVE3915
scaffold_14	1673661	1674071	MSPC_Peak_1810	inf	scaffold_14	1673661	1674110	450	+	NVE3921
scaffold_15	243456	243743	MSPC_Peak_12529	54.379	scaffold_15	243456	243905	450	+	NVE4645
scaffold_15	748223	748598	MSPC_Peak_12495	305.419	scaffold_15	748223	748672	450	-	NVE4682
scaffold_15	817890	818127	MSPC_Peak_12490	25.385	scaffold_15	817678	818127	450	-	NVE4688
scaffold_15	825143	825592	MSPC_Peak_12486	12.891	scaffold_15	825143	825592	450	-	NVE4689
scaffold_15	825433	825780	MSPC_Peak_12486	12.891	scaffold_15	825433	825882	450	+	NVE4690
scaffold_15	1020062	1020511	MSPC_Peak_12462	20.405	scaffold_15	1020062	1020511	450	+	NVE4699
scaffold_16	54572	54865	MSPC_Peak_2586	89.527	scaffold_16	54416	54865	450	+	NVE5377
scaffold_16	364635	364833	MSPC_Peak_2573	9.717	scaffold_16	364635	365084	450	+	NVE5412
scaffold_16	698060	698509	MSPC_Peak_2564	172.296	scaffold_16	698060	698509	450	+	NVE5442
scaffold_16	1066141	1066548	MSPC_Peak_2549	14.368	scaffold_16	1066099	1066548	450	+	NVE5471
scaffold_16	1080939	1081388	MSPC_Peak_2543	210.766	scaffold_16	1080939	1081388	450	+	NVE5472
scaffold_16	1193092	1193388	MSPC_Peak_2540	75.333	scaffold_16	1192939	1193388	450	+	NVE5486
scaffold_16	1286141	1286590	MSPC_Peak_2535	149.718	scaffold_16	1286141	1286590	450	+	NVE5492
scaffold_16	1346851	1347300	MSPC_Peak_2531	39.541	scaffold_16	1346851	1347300	450	-	NVE5496
scaffold_16	1671955	1672016	MSPC_Peak_2526	101.551	scaffold_16	1671955	1672404	450	-	NVE5525
scaffold_17	220645	221094	MSPC_Peak_7764	inf	scaffold_17	220645	221094	450	+	NVE6127
scaffold_17	322685	323134	MSPC_Peak_7729	68.667	scaffold_17	322685	323134	450	-	NVE6136
scaffold_17	498629	499078	MSPC_Peak_7699	109.763	scaffold_17	498629	499078	450	-	NVE6159
scaffold_17	586400	586835	MSPC_Peak_7675	124.318	scaffold_17	586386	586835	450	-	NVE6166
scaffold_17	586496	586854	MSPC_Peak_7675	124.318	scaffold_17	586496	586945	450	+	NVE6167
scaffold_17	814410	814755	MSPC_Peak_7639	309.168	scaffold_17	814306	814755	450	-	NVE6186
scaffold_17	814410	814775	MSPC_Peak_7639	309.168	scaffold_17	814326	814775	450	+	NVE6187
scaffold_17	1214602	1214805	MSPC_Peak_7601	11.442	scaffold_17	1214602	1215051	450	-	NVE6228
scaffold_17	1664835	1664848	MSPC_Peak_7546	11.599	scaffold_17	1664399	1664848	450	-	NVE6262
scaffold_18	180590	180754	MSPC_Peak_12340	55.455	scaffold_18	180590	181039	450	-	NVE6845
scaffold_18	180490	180754	MSPC_Peak_12340	55.455	scaffold_18	180490	180939	450	+	NVE6846
scaffold_18	373958	374059	MSPC_Peak_12312	8.186	scaffold_18	373610	374059	450	+	NVE6862
scaffold_18	1064520	1064789	MSPC_Peak_12185	21.169	scaffold_18	1064520	1064969	450	+	NVE6913
scaffold_18	1116181	1116369	MSPC_Peak_12142	31.356	scaffold_18	1115920	1116369	450	-	NVE6916
scaffold_18	1116181	1116259	MSPC_Peak_12142	31.356	scaffold_18	1115810	1116259	450	+	NVE6917
scaffold_18	1141274	1141682	MSPC_Peak_12132	13.715	scaffold_18	1141260	1141709	450	-	NVE6921
scaffold_18	1168850	1168866	MSPC_Peak_12120	15.594	scaffold_18	1168850	1169299	450	+	NVE6925
scaffold_18	1273371	1273678	MSPC_Peak_11994	49.03	scaffold_18	1273229	1273678	450	+	NVE6935
scaffold_18	1287989	1288052	MSPC_Peak_11975	10.421	scaffold_18	1287989	1288438	450	+	NVE6936
scaffold_18	1408219	1408461	MSPC_Peak_11953	16.934	scaffold_18	1408219	1408668	450	-	NVE6946
scaffold_19	615947	616226	MSPC_Peak_8816	23.68	scaffold_19	615777	616226	450	+	NVE7486
scaffold_19	985447	985643	MSPC_Peak_8732	20.699	scaffold_19	985194	985643	450	+	NVE7518
scaffold_19	1071429	1071777	MSPC_Peak_8707	8.194	scaffold_19	1071429	1071878	450	-	NVE7525
scaffold_19	1274338	1274587	MSPC_Peak_8640	8.736	scaffold_19	1274329	1274778	450	-	NVE7531
scaffold_19	1282429	1282607	MSPC_Peak_8628	13.324	scaffold_19	1282429	1282878	450	-	NVE7532
scaffold_19	1298729	1298906	MSPC_Peak_8594	58.006	scaffold_19	1298729	1299178	450	+	NVE7534
scaffold_19	1458323	1458772	MSPC_Peak_8495	40.602	scaffold_19	1458323	1458772	450	-	NVE7549
scaffold_20	172271	172343	MSPC_Peak_11827	9.823	scaffold_20	172271	172720	450	+	NVE8273
scaffold_20	207131	207504	MSPC_Peak_11824	84.302	scaffold_20	207131	207580	450	+	NVE8280
scaffold_20	224541	224605	MSPC_Peak_11816	102.427	scaffold_20	224541	224990	450	+	NVE8282
scaffold_20	395716	396035	MSPC_Peak_11779	9.066	scaffold_20	395637	396086	450	+	NVE8298
scaffold_20	718796	719167	MSPC_Peak_11761	14.831	scaffold_20	718796	719245	450	-	NVE8332
scaffold_20	912246	912672	MSPC_Peak_11725	74.449	scaffold_20	912223	912672	450	-	NVE8350
scaffold_20	912693	913142	MSPC_Peak_11725	74.449	scaffold_20	912693	913142	450	+	NVE8351
scaffold_20	957326	957392	MSPC_Peak_11712	10.566	scaffold_20	956943	957392	450	+	NVE8355
scaffold_20	1010901	1011300	MSPC_Peak_11697	15.802	scaffold_20	1010901	1011350	450	-	NVE8359
scaffold_20	1104354	1104630	MSPC_Peak_11677	12.547	scaffold_20	1104181	1104630	450	-	NVE8367
scaffold_21	87676	87805	MSPC_Peak_406	74.973	scaffold_21	87356	87805	450	+	NVE8818
scaffold_21	301421	301546	MSPC_Peak_403	14.471	scaffold_21	301097	301546	450	-	NVE8845
scaffold_21	301421	301782	MSPC_Peak_403	14.471	scaffold_21	301407	301856	450	+	NVE8846
scaffold_21	964872	965051	MSPC_Peak_367	110.483	scaffold_21	964602	965051	450	-	NVE8905
scaffold_21	1358992	1359308	MSPC_Peak_353	inf	scaffold_21	1358992	1359441	450	-	NVE8928
scaffold_21	1515713	1515950	MSPC_Peak_346	9.929	scaffold_21	1515501	1515950	450	+	NVE8938
scaffold_21	1590271	1590720	MSPC_Peak_343	inf	scaffold_21	1590271	1590720	450	+	NVE8948
scaffold_22	103797	104163	MSPC_Peak_8564	20.212	scaffold_22	103796	104245	450	-	NVE9394
scaffold_22	275191	275255	MSPC_Peak_8539	23.865	scaffold_22	274806	275255	450	+	NVE9416
scaffold_22	561732	562160	MSPC_Peak_8452	19.748	scaffold_22	561732	562181	450	+	NVE9445
scaffold_22	774817	774821	MSPC_Peak_8384	39.31	scaffold_22	774817	775266	450	-	NVE9457
scaffold_22	782920	783300	MSPC_Peak_8373	33.675	scaffold_22	782857	783306	450	-	NVE9459
scaffold_22	924740	925090	MSPC_Peak_8317	251.806	scaffold_22	924740	925189	450	-	NVE9474
scaffold_22	924720	925090	MSPC_Peak_8317	251.806	scaffold_22	924720	925169	450	+	NVE9475
scaffold_22	1064816	1065121	MSPC_Peak_8225	21.308	scaffold_22	1064706	1065155	450	+	NVE9486
scaffold_22	1148633	1149025	MSPC_Peak_8186	18.244	scaffold_22	1148576	1149025	450	+	NVE9490
scaffold_23	240682	241131	MSPC_Peak_9200	121.099	scaffold_23	240682	241131	450	+	NVE9893
scaffold_23	401999	402324	MSPC_Peak_9039	9.797	scaffold_23	401904	402353	450	-	NVE9906
scaffold_23	402314	402324	MSPC_Peak_9039	9.797	scaffold_23	402314	402763	450	+	NVE9907
scaffold_23	449368	449743	MSPC_Peak_9000	100.468	scaffold_23	449294	449743	450	-	NVE9911
scaffold_23	631222	631527	MSPC_Peak_8976	22.464	scaffold_23	631089	631538	450	-	NVE9926
scaffold_23	1252292	1252312	MSPC_Peak_8690	11.093	scaffold_23	1251863	1252312	450	-	NVE9962
scaffold_23	1335887	1336107	MSPC_Peak_8641	20.718	scaffold_23	1335887	1336336	450	-	NVE9969
scaffold_23	1380172	1380346	MSPC_Peak_8603	9.241	scaffold_23	1379897	1380346	450	+	NVE9976
scaffold_24	466532	466564	MSPC_Peak_5487	80.144	scaffold_24	466532	466981	450	-	NVE10348
scaffold_24	466442	466564	MSPC_Peak_5487	80.144	scaffold_24	466442	466891	450	+	NVE10349
scaffold_24	802027	802476	MSPC_Peak_5445	26.34	scaffold_24	802027	802476	450	-	NVE10385
scaffold_24	809481	809791	MSPC_Peak_5439	14.704	scaffold_24	809437	809886	450	-	NVE10386
scaffold_24	1006068	1006444	MSPC_Peak_5409	13.414	scaffold_24	1006067	1006516	450	+	NVE10407
scaffold_24	1407363	1407812	MSPC_Peak_5350	43.846	scaffold_24	1407363	1407812	450	+	NVE10435
scaffold_25	1283020	1283391	MSPC_Peak_8571	53.414	scaffold_25	1283020	1283469	450	+	NVE10885
scaffold_25	1401727	1402146	MSPC_Peak_8551	19.64	scaffold_25	1401697	1402146	450	+	NVE10893
scaffold_25	1463977	1464255	MSPC_Peak_8516	9.453	scaffold_25	1463977	1464426	450	+	NVE10899
scaffold_26	155922	156215	MSPC_Peak_3075	17.84	scaffold_26	155766	156215	450	+	NVE11234
scaffold_26	590900	591205	MSPC_Peak_3044	58.414	scaffold_26	590900	591349	450	-	NVE11278
scaffold_26	946259	946374	MSPC_Peak_3023	24.279	scaffold_26	945925	946374	450	-	NVE11308
scaffold_26	946335	946784	MSPC_Peak_3023	24.279	scaffold_26	946335	946784	450	+	NVE11309
scaffold_26	948633	948724	MSPC_Peak_3021	14.426	scaffold_26	948275	948724	450	+	NVE11310
